date,TSLA.Close,TSM.Close,JNJ.Close,UNH.Close,JPM.Close,TCEHY.Close,TCTZF.Close,XOM.Close,BAC.Close,PG.Close,CVX.Close,JPM.PC.Close,JPM.PD.Close,LVMUY.Close,BAC.PK.Close,HD.Close,RHHBF.Close,RHHBY.Close,KO.Close,BML.PL.Close,BAC.PE.Close,ABBV.Close,BML.PG.Close,BAC.PB.Close,BML.PH.Close,BML.PJ.Close,BABA.Close,BABAF.Close,AVGO.Close,PEP.Close,RYDAF.Close,SHEL.Close,VZ.Close,COST.Close,AZNCF.Close,ABT.Close,NVS.Close,WFC.PY.Close,ADBE.Close,NVSEF.Close,WFC.PL.Close,CMCSA.Close,ORCL.Close,DHR.Close,WFC.PR.Close,WFC.PQ.Close,ACN.Close,CSCO.Close,LRLCF.Close,CICHF.Close,MCD.Close,NKE.Close,INTC.Close,C.PJ.Close,TMUS.Close,TXN.Close
01/16/2020,102.697998,58.75,148.199997,300.73999,137.25,51.549999,51.650002,68.82,34.720001,126.07,116.889999,28.709999,27.620001,96.449997,27.351,228.820007,325.0,41.75,56.82,24.549999,24.76,89.260002,21.768999,27.84,21.450001,24.290001,223.940002,27.9,307.049988,139.610001,29.450001,58.77,59.669998,303.029999,100.230003,88.279999,95.099998,26.549999,345.380005,94.970001,1500.0,46.869999,55.43,161.509995,28.809999,27.469999,208.979996,49.049999,301.549988,0.85,210.850006,103.370003,59.66,28.950001,81.440002,130.160004
01/17/2020,102.099998,58.580002,149.169998,298.470001,138.199997,51.599998,51.619999,68.559998,34.709999,126.410004,115.580002,28.33,27.52,97.18,27.389999,231.910004,335.600006,42.419998,56.939999,24.32,24.870001,88.0,22.0539,27.82,21.49,24.16,227.429993,28.25,308.790009,141.259995,29.58,58.540001,60.130001,304.679993,100.230003,89.0,95.93,26.58,349.73999,95.199997,1500.0,47.5,55.130001,163.059998,28.889999,27.58,209.199997,49.02,306.950012,0.86,211.979996,104.529999,59.599998,28.98,82.150002,131.699997
01/21/2020,109.440002,58.240002,149.270004,300.529999,136.839996,49.209999,49.57,67.580002,34.259998,126.089996,113.309998,27.98,27.450001,94.059998,27.370001,232.949997,333.0,42.450001,57.169998,24.3778,25.0,87.989998,22.299999,27.73,21.85,24.200001,222.259995,28.33,308.070007,141.860001,28.690001,57.459999,60.32,313.26001,101.139999,89.730003,95.190002,26.59,350.0,95.099998,1508.323486,47.299999,55.220001,163.710007,28.84,27.459999,209.149994,48.799999,302.100006,0.86,211.160004,104.580002,60.549999,28.790001,82.029999,130.860001
01/22/2020,113.912003,58.349998,148.25,300.589996,136.679993,49.880001,49.630001,67.190002,34.360001,126.309998,112.900002,27.91,27.440001,93.599998,27.43,232.899994,338.600006,42.580002,57.610001,24.25,24.870001,87.209999,22.18,27.77,21.879999,24.26,222.369995,27.9,312.970001,143.380005,28.75,57.439999,60.48,311.890015,100.349998,91.860001,95.209999,26.629999,350.059998,94.150002,1508.969971,47.439999,54.720001,163.770004,28.799999,27.5,209.410004,49.07,296.5,0.86,211.440002,104.489998,62.73,28.93,82.489998,133.339996
01/23/2020,114.440002,57.48,148.529999,299.459991,136.539993,49.849998,49.900002,66.769997,34.119999,124.989998,113.099998,28.1,27.51,92.269997,27.4037,233.649994,335.5,42.389999,57.830002,24.26,24.940001,85.269997,22.188999,27.83,21.8512,24.200001,219.130005,27.450001,319.649994,143.649994,29.0,57.400002,60.509998,312.880005,100.349998,90.730003,94.919998,26.620001,351.76001,94.730003,1518.01001,45.650002,54.98,162.479996,28.799999,27.51,210.679993,49.0,296.049988,0.85,213.419998,103.019997,63.32,28.85,82.18,134.25
01/24/2020,112.963997,57.73,148.320007,292.809998,133.149994,48.93,49.0,66.32,33.540001,125.139999,111.849998,27.98,27.530001,91.190002,27.42,232.0,332.0,41.200001,57.68,24.3335,24.940001,83.540001,22.35,27.870001,21.9,24.190001,213.75,27.35,324.0,142.919998,28.23,57.169998,60.279999,310.51001,98.910004,90.400002,93.870003,26.629999,351.369995,95.0,1530.0,44.59,54.07,162.25,28.860001,27.309999,208.570007,48.849998,297.850006,0.82,211.240005,102.029999,68.470001,28.780001,81.580002,130.520004
01/27/2020,111.603996,55.259998,148.75,284.089996,132.029999,47.419998,47.400002,64.739998,32.849998,125.690002,110.389999,27.93,27.540001,88.669998,27.360001,231.190002,326.200012,40.970001,57.48,24.305,24.881599,84.019997,22.284,27.85,22.25,24.239901,205.470001,24.754999,309.029999,142.139999,28.65,56.09,59.91,309.450012,98.910004,89.589996,93.699997,26.549999,346.899994,93.300003,1543.849976,44.0,52.689999,161.199997,28.869801,27.219999,206.550003,47.470001,286.350006,0.82,209.339996,100.239998,65.690002,28.85,80.720001,126.309998
01/28/2020,113.379997,57.09,149.5,285.869995,134.429993,48.220001,47.549999,64.650002,33.240002,126.029999,111.120003,27.959999,27.620001,88.919998,27.440001,233.860001,323.149994,41.189999,57.009998,24.440001,24.875999,83.769997,22.284,27.92,22.148701,24.628901,210.229996,24.754999,318.309998,142.440002,28.389999,55.919998,60.700001,310.850006,98.599998,89.540001,95.540001,26.555,354.630005,94.199997,1551.0,44.040001,53.459999,163.759995,28.809999,27.25,210.240005,47.77,289.0,0.82,210.389999,100.410004,67.309998,28.91,81.660004,128.039993
01/29/2020,116.197998,57.189999,150.539993,282.899994,134.229996,49.529999,49.580002,64.110001,33.009998,125.059998,110.370003,28.0,27.610001,89.650002,27.459999,234.020004,331.450012,41.470001,57.009998,24.700001,24.950001,83.199997,22.08,28.02,22.165001,24.648701,212.020004,26.08,317.51001,141.729996,28.389999,55.73,59.529999,309.579987,98.599998,89.139999,95.739998,26.559999,351.660004,94.199997,1549.219971,43.32,53.200001,165.220001,28.809999,27.190001,207.960007,47.049999,288.200012,0.81,214.440002,99.839996,66.330002,28.98,80.260002,125.489998
01/30/2020,128.162003,55.799999,150.360001,280.980011,135.889999,49.080002,49.0,64.790001,33.48,125.949997,111.400002,27.809999,27.4,88.849998,27.440001,232.789993,331.799988,42.509998,58.860001,24.57,24.75,81.779999,22.059999,27.74,22.200001,24.76,208.580002,25.389999,315.200012,143.830002,26.780001,53.84,59.360001,309.470001,98.599998,89.160004,95.919998,26.459999,356.73999,95.269997,1549.5,44.139999,53.310001,169.050003,28.66,27.18,208.369995,47.240002,283.450012,0.77,216.179993,98.190002,66.470001,29.110001,80.940002,124.419998
01/31/2020,130.113998,53.939999,148.869995,272.450012,132.360001,47.91,47.849998,62.119999,32.830002,124.620003,107.139999,27.83,27.459999,87.18,27.530001,228.100006,331.799988,41.799999,58.400002,24.73,24.74,81.019997,22.318001,27.75,22.35,25.049999,206.589996,25.389999,305.160004,142.020004,26.040001,52.150002,59.439999,305.519989,97.75,87.139999,94.510002,26.5,351.140015,94.57,1545.560059,43.189999,52.450001,160.869995,28.73,27.18,205.210007,45.970001,275.700012,0.75,213.970001,96.300003,63.93,29.059999,79.190002,120.650002
02/03/2020,156.0,54.77,150.169998,274.019989,133.369995,49.439999,49.5,60.73,32.970001,125.110001,106.279999,27.92,27.629999,87.580002,27.629999,231.539993,334.649994,41.869999,58.580002,24.74,24.75,82.300003,22.504999,27.76,22.368299,24.9,213.100006,25.98,305.230011,142.509995,25.790001,51.240002,58.049999,302.0,97.75,87.059998,94.25,26.57,358.0,94.559998,1545.0,42.66,53.09,161.0,28.799999,27.280001,207.800003,46.529999,278.5,0.8,215.179993,99.269997,64.419998,29.1,79.459999,123.400002
02/04/2020,177.412003,57.52,151.600006,280.839996,135.289993,51.099998,51.099998,59.970001,33.619999,125.660004,106.849998,27.91,27.57,90.620003,27.555,235.0,331.950012,42.389999,58.84,24.754999,24.85,84.360001,23.0,27.66,22.540001,24.9307,222.880005,25.98,311.600006,143.220001,26.110001,51.650002,58.290001,304.899994,99.050003,88.230003,95.099998,26.629999,366.73999,95.239998,1541.349976,44.279999,54.040001,162.759995,28.889999,27.35,212.529999,47.619999,286.299988,0.79,214.619995,101.379997,65.459999,28.98,81.510002,126.470001
02/05/2020,146.940002,57.919998,153.990005,295.730011,137.589996,50.84,50.639999,62.73,34.709999,126.809998,110.279999,27.799999,27.51,91.279999,27.42,238.110001,331.950012,43.560001,58.849998,24.75,24.870001,86.629997,23.059999,27.557199,22.469999,24.84,220.220001,25.98,317.380005,144.300003,26.700001,52.950001,59.130001,308.950012,99.050003,89.559998,96.370003,26.65,365.549988,95.699997,1526.25,44.59,54.740002,162.889999,29.09,27.424999,212.220001,48.450001,291.480011,0.79,214.369995,100.540001,67.339996,29.01,81.790001,132.440002
02/06/2020,149.792007,58.02,153.529999,292.459991,137.610001,51.419998,51.25,61.880001,34.669998,127.139999,109.489998,27.83,27.51,91.839996,27.549999,238.839996,331.950012,43.43,58.990002,24.73,24.981001,87.18,22.9902,27.6,22.459999,24.950001,220.899994,28.68,319.690002,144.330002,26.4,52.139999,59.439999,310.609985,99.75,89.470001,96.959999,26.700001,367.459991,94.839996,1526.150024,44.599998,54.709999,163.979996,29.15,27.4,214.160004,48.689999,292.049988,0.79,212.869995,100.269997,67.089996,29.110001,82.769997,132.520004
02/07/2020,149.613998,56.200001,151.889999,289.220001,137.169998,51.049999,51.0,61.470001,34.610001,126.080002,108.940002,27.93,27.635,90.0,27.6,237.300003,331.950012,43.32,59.189999,24.792,24.84,92.290001,23.17,27.6,22.42,24.922899,216.529999,26.91,315.230011,145.369995,26.42,51.790001,59.939999,313.630005,98.639999,87.870003,95.830002,26.719999,366.089996,94.839996,1535.5,44.740002,54.720001,161.990005,29.26,27.42,211.580002,47.970001,294.950012,0.79,211.610001,99.440002,66.019997,29.219999,85.440002,128.699997
02/10/2020,154.255997,57.02,151.860001,287.029999,137.740005,51.959999,51.830002,59.959999,34.689999,126.169998,109.790001,27.959999,27.639999,90.550003,27.656401,240.610001,331.950012,43.43,59.75,24.83,24.904699,94.75,23.18,27.620001,22.59,24.868999,215.770004,26.91,314.200012,145.660004,25.959999,51.389999,60.240002,313.790009,98.639999,88.300003,97.419998,26.735001,370.0,94.839996,1540.199829,44.66,54.990002,162.990005,29.280001,27.469999,212.550003,48.869999,293.779999,0.81,213.210007,100.019997,66.389999,29.33,84.529999,129.649994
02/11/2020,154.876007,58.66,151.990005,290.790009,138.0,52.700001,52.700001,60.529999,34.77,124.160004,111.209999,27.9643,27.75,90.360001,27.66,241.639999,331.950012,43.41,59.59,24.799999,24.9641,96.0,23.299999,27.620001,22.68,24.9571,217.210007,26.91,320.160004,146.080002,25.65,51.990002,58.689999,310.679993,99.199997,89.169998,98.230003,26.84,369.279999,97.5,1540.199829,44.790001,55.150002,163.679993,29.32,27.530001,212.139999,49.130001,296.26001,0.86,215.729996,100.019997,67.410004,29.288601,94.489998,130.699997
02/12/2020,153.457993,59.630001,151.089996,303.480011,138.0,53.490002,53.48,61.27,34.919998,123.449997,112.040001,27.799999,27.610001,92.660004,27.59,241.589996,331.950012,43.389999,59.41,24.85,24.91,97.790001,23.213301,27.6,22.690001,24.965599,224.309998,27.879999,324.700012,146.080002,26.0,52.650002,58.23,315.119995,99.080002,88.790001,99.010002,26.75,374.290009,98.0,1538.0,46.02,55.73,163.830002,29.219999,27.42,211.990005,49.93,293.200012,0.86,217.460007,103.0,67.459999,29.280001,95.669998,132.419998
02/13/2020,160.800003,59.330002,150.089996,302.200012,137.880005,53.52,53.5,60.93,34.91,124.959999,111.660004,27.77,27.57,91.43,27.58,242.360001,331.950012,43.68,59.610001,24.790001,24.922001,95.349998,22.9,27.620001,22.513599,24.6996,220.360001,28.120001,323.970001,146.470001,25.959999,50.990002,58.650002,318.200012,96.849998,88.68,97.769997,26.774,374.839996,97.800003,1534.949951,46.07,55.310001,163.419998,29.381001,27.460699,212.399994,47.32,295.25,0.86,217.419998,103.370003,67.440002,29.360001,95.139999,132.809998
02/14/2020,160.005997,58.189999,150.130005,298.779999,137.460007,53.299999,53.299999,60.650002,34.849998,126.139999,110.080002,27.828699,27.639999,90.089996,27.6117,245.029999,344.549988,43.389999,59.950001,24.875,24.950001,94.050003,22.9,27.6495,22.51,24.870001,219.630005,28.280001,317.769989,146.990005,25.219999,50.490002,58.509998,318.309998,96.849998,89.660004,97.629997,26.780001,379.670013,96.050003,1543.890015,46.09,55.470001,165.949997,29.540001,27.530001,212.369995,46.970001,290.25,0.86,217.089996,103.540001,67.269997,29.35,96.480003,132.210007
02/18/2020,171.679993,56.18,149.139999,302.140015,135.639999,52.849998,52.650002,59.880001,34.27,124.870003,110.239998,27.84,27.610001,88.650002,27.610001,243.940002,344.549988,44.099998,59.529999,24.799999,24.85,93.610001,23.0,27.66,22.43,24.76,220.520004,27.0,310.75,145.600006,25.23,50.209999,57.91,322.049988,97.830002,88.879997,97.199997,26.7917,378.850006,96.800003,1543.890015,46.150002,55.450001,164.0,29.52,27.51,213.759995,46.59,292.299988,0.82,216.149994,102.0,66.139999,29.34,99.879997,131.240005
02/19/2020,183.483994,57.639999,148.940002,305.309998,137.490005,53.200001,53.200001,60.34,34.720001,125.440002,110.739998,27.700001,27.469999,90.610001,27.4,243.639999,353.149994,44.73,59.77,24.52,24.75,94.139999,22.610001,27.59,22.379999,24.799999,222.139999,27.17,315.690002,145.529999,25.459999,50.220001,58.220001,323.019989,97.830002,89.360001,97.220001,26.66,383.279999,97.0,1543.0,45.970001,55.439999,163.910004,29.24,27.200001,215.919998,46.290001,291.850006,0.84,215.630005,102.459999,67.110001,29.030001,100.489998,133.130005
02/20/2020,179.882004,56.48,148.369995,302.130005,137.490005,52.259998,52.25,59.860001,34.849998,126.580002,109.809998,27.799999,27.5665,89.0,27.549999,247.020004,349.0,43.860001,59.720001,24.6509,24.879,94.230003,22.809999,27.629999,22.6,24.76,218.039993,27.17,309.23999,145.160004,25.0,49.619999,58.09,324.079987,97.830002,88.459999,96.290001,26.700001,378.959991,97.0,1550.900024,46.02,55.509998,160.259995,29.48,27.379999,213.899994,46.849998,286.850006,0.84,215.080002,102.529999,65.449997,29.360001,99.5,131.470001
02/21/2020,180.199997,55.59,149.929993,301.429993,135.809998,51.470001,51.400002,59.130001,34.360001,126.699997,109.010002,27.74,27.469999,88.019997,27.459999,245.339996,346.01001,44.029999,60.130001,24.59,24.75,94.959999,22.719999,27.639999,22.5,24.549999,212.589996,27.73,304.5,145.850006,24.35,49.169998,58.200001,321.950012,99.0,87.449997,96.760002,26.629999,372.950012,94.989998,1560.0,45.82,54.68,161.880005,29.26,27.309999,211.889999,46.299999,286.850006,0.81,215.869995,100.25,64.339996,29.07,98.57,128.520004
02/24/2020,166.757996,54.119999,145.910004,277.790009,132.160004,49.41,49.549999,56.360001,32.73,123.300003,104.709999,27.540001,27.309999,83.150002,27.209999,239.699997,338.98999,42.540001,58.650002,24.450001,24.43,93.139999,22.75,27.549999,22.35,24.27,206.160004,27.17,291.600006,142.639999,23.65,47.279999,57.990002,313.619995,99.0,84.629997,90.080002,26.450001,357.410004,90.25,1550.0,44.599998,52.650002,156.820007,29.01,27.15,204.360001,44.0,280.399994,0.81,213.520004,95.910004,61.759998,28.690001,96.370003,121.440002
02/25/2020,159.981995,53.860001,144.649994,263.390015,126.260002,50.41,50.57,54.200001,31.08,121.43,100.709999,27.129999,26.98,81.519997,26.99,237.380005,332.269989,41.75,57.82,23.6,23.92,89.18,22.309999,27.219999,21.42,23.65,205.610001,27.17,282.679993,141.100006,23.0,45.900002,57.119999,304.869995,99.0,81.129997,87.949997,26.280001,347.799988,88.650002,1538.380005,43.169998,50.959999,151.649994,28.889999,26.959999,197.100006,42.740002,276.450012,0.8,212.100006,92.900002,59.73,28.450001,94.580002,118.379997
02/26/2020,155.759995,55.029999,143.679993,263.0,126.639999,51.049999,51.299999,53.009998,30.629999,120.160004,98.040001,27.290001,27.030001,82.5,26.91,235.279999,332.269989,42.150002,57.599998,23.809999,23.889999,88.410004,21.940001,27.120001,21.549999,23.610001,208.740005,27.17,285.880005,141.979996,22.860001,45.75,57.139999,305.690002,99.0,81.360001,87.110001,26.309999,351.339996,87.410004,1535.006348,42.220001,52.049999,152.190002,28.75,26.82,195.669998,42.16,270.0,0.8,210.100006,92.0,59.650002,28.459999,93.650002,118.790001
02/27/2020,135.800003,53.290001,139.119995,253.919998,121.370003,49.84,50.040001,49.82,29.129999,113.5,94.129997,27.07,26.780001,79.349998,26.75,224.729996,323.75,40.779999,54.93,23.35,23.51,85.419998,21.440001,26.870001,21.299999,23.200001,205.029999,25.75,273.950012,136.369995,22.24,43.939999,55.060001,293.130005,90.849998,79.190002,86.019997,25.73,337.519989,87.230003,1502.01001,41.049999,50.779999,147.050003,27.91,26.02,186.440002,40.040001,270.0,0.83,201.0,88.550003,55.830002,28.1,91.239998,113.129997
02/28/2020,133.598007,53.84,134.479996,254.960007,116.110001,49.650002,49.650002,51.439999,28.5,113.230003,93.339996,26.74,26.52,82.720001,26.42,217.839996,321.23999,39.889999,53.490002,23.209999,23.139999,85.709999,21.200001,26.41,21.23,23.0,208.0,25.75,272.619995,132.029999,21.91,44.029999,54.16,281.140015,87.25,77.029999,83.959999,25.450001,345.119995,82.5,1505.0,40.43,49.459999,144.580002,27.43,25.690001,180.589996,39.93,259.5,0.83,194.169998,89.379997,55.52,27.290001,90.160004,114.139999
03/02/2020,148.723999,55.98,140.020004,273.109985,121.519997,50.220001,50.02,53.880001,29.370001,119.559998,96.589996,27.379999,27.09,85.32,26.84,229.940002,328.850006,41.200001,55.919998,23.76,23.629999,88.690002,21.5,26.809999,21.75,23.68,210.979996,26.195,284.970001,137.580002,22.530001,44.830002,57.32,309.140015,90.800003,81.610001,86.870003,25.799999,360.279999,85.099998,1512.209961,42.52,50.900002,150.690002,28.0,26.16,189.550003,41.169998,282.600006,0.85,202.550003,92.68,58.18,27.93,93.290001,118.970001
03/03/2020,149.102005,54.880001,135.589996,261.399994,116.959999,50.189999,50.419998,51.299999,27.75,118.169998,94.389999,27.459999,27.16,83.220001,26.9,227.940002,337.0,41.59,56.060001,24.379999,24.280001,87.57,21.75,26.809999,21.76,24.5,207.410004,25.58,274.25,135.580002,22.1,43.959999,55.700001,302.730011,90.800003,77.989998,83.620003,25.870001,348.339996,83.800003,1520.0,41.439999,48.849998,147.539993,28.0,26.18,182.220001,40.040001,272.850006,0.83,199.509995,90.93,55.970001,28.309999,89.370003,113.809998
03/04/2020,149.899994,57.080002,143.479996,289.420013,119.849998,51.23,51.0,52.419998,28.389999,124.5,98.529999,27.959999,27.52,87.110001,27.34,241.080002,342.649994,43.639999,58.919998,24.75,24.5,91.75,22.65,27.26,22.120001,24.6,211.960007,25.632999,285.450012,142.389999,23.25,45.299999,58.119999,320.73999,96.150002,82.089996,87.650002,26.25,363.850006,86.0,1540.0,42.5,50.540001,155.979996,28.4,26.700001,188.860001,41.389999,288.049988,0.84,207.020004,93.790001,58.68,28.84,93.809998,119.050003
03/05/2020,144.908005,55.73,142.009995,282.959991,113.970001,51.68,51.34,50.110001,26.780001,121.629997,97.190002,27.790001,27.27,82.949997,27.25,234.809998,339.549988,43.09,56.740002,24.438999,24.24,90.610001,22.110001,27.18,21.8409,24.379999,211.460007,25.632999,274.040009,138.100006,22.309999,43.73,57.16,315.76001,97.580002,80.519997,85.809998,26.08,351.029999,83.25,1530.0,40.77,48.0,149.470001,28.09,26.469999,182.559998,39.57,280.0,0.86,198.320007,90.580002,56.959999,28.559999,89.860001,114.720001
03/06/2020,140.695999,55.07,142.029999,283.869995,108.080002,50.09,49.529999,47.689999,25.709999,121.660004,95.32,27.5,26.959999,81.470001,27.0,228.509995,328.75,42.029999,55.259998,24.15,24.120001,88.82,21.68,26.9,21.4643,24.129999,204.639999,25.629999,269.450012,137.259995,21.23,41.869999,56.869999,311.339996,97.580002,81.739998,85.720001,25.85,336.769989,85.050003,1530.150024,40.369999,47.369999,148.429993,27.9,26.290001,178.75,39.68,285.049988,0.78,198.860001,88.360001,55.77,28.309999,87.860001,113.160004
03/09/2020,121.599998,51.830002,136.440002,273.440002,93.440002,47.759998,47.849998,41.860001,21.93,116.059998,80.669998,26.83,26.209999,75.459999,26.07,210.460007,305.899994,39.580002,51.860001,22.98,23.040001,85.269997,20.7596,26.139999,20.299999,23.049999,197.660004,23.219999,247.720001,130.160004,17.799999,34.68,55.830002,301.980011,97.580002,77.019997,81.459999,25.290001,305.790009,79.379997,1505.0,37.880001,46.009998,141.589996,26.66,25.275,164.110001,37.959999,276.5,0.76,186.860001,84.110001,50.849998,26.969999,79.75,105.040001
03/10/2020,129.065994,54.509998,141.639999,280.0,100.699997,49.560001,49.619999,43.41,23.610001,120.550003,84.980003,27.1,26.48,78.610001,26.5,225.699997,320.700012,40.91,53.66,23.0,23.309999,87.529999,20.810801,26.34,20.49,23.200001,206.389999,23.219999,262.899994,134.139999,18.110001,36.959999,56.52,309.399994,97.580002,80.879997,84.949997,25.67,332.380005,82.449997,1491.879395,39.099998,48.580002,144.309998,27.18,25.76,174.559998,40.080002,272.0,0.85,199.860001,88.300003,53.98,27.25,84.980003,112.120003
